city,state_code,total,virus,virus_p
Bonneau,SC,2102,509,0.242
Branchville,SC,6356,1065,0.168
Canadys,SC,2391,1051,0.440
Cordesville,SC,4929,3559,0.722
Cottageville,SC,6373,3666,0.575
Cross,SC,5999,3296,0.549
Dorchester,SC,1305,858,0.657
Edisto Island,SC,9347,4723,0.505
Folly Beach,SC,2275,384,0.169
Georgetown,SC,7101,4156,0.585
Georgetown,SC,6509,4659,0.716
Goose Creek,SC,4677,1716,0.367
Green Pond,SC,5237,4365,0.833
Grover,SC,6534,4056,0.621
Harleyville,SC,3289,2142,0.651
Hollywood,SC,503,465,0.924
Huger,SC,6681,1549,0.232
Isle Of Palms,SC,5915,512,0.087
Jacksonboro,SC,6642,5966,0.898
Jamestown,SC,6940,6700,0.965
Johns Island,SC,3652,543,0.149
Ladson,SC,6980,4670,0.669
Johns Island,SC,1203,326,0.271
Mc Clellanville,SC,6061,5355,0.884
Moncks Corner,SC,4281,3465,0.809
Mount Pleasant,SC,5844,1281,0.219
Mount Pleasant,SC,9635,8944,0.928
Mount Pleasant,SC,325,242,0.745
Pineville,SC,3113,2703,0.868
Pinopolis,SC,7685,7061,0.919
Ravenel,SC,6213,2197,0.354
Reevesville,SC,3332,1857,0.557
Ridgeville,SC,4758,1405,0.295
Round O,SC,5793,5121,0.884
Ruffin,SC,7298,2158,0.296
Russellville,SC,8527,3747,0.439
Saint George,SC,4004,2667,0.666
Saint Stephen,SC,5677,2839,0.500
Smoaks,SC,6552,562,0.086
Sullivans Island,SC,9785,6610,0.676
Summerville,SC,7122,2017,0.283
Summerville,SC,7845,671,0.086
Summerville,SC,4730,1802,0.381
Wadmalaw Island,SC,7176,793,0.111
Walterboro,SC,7871,97,0.012
Charleston,SC,1603,492,0.307
Williams,SC,5922,950,0.160
Florence,SC,1662,793,0.477
Florence,SC,8217,661,0.080
Florence,SC,9428,8248,0.875
Florence,SC,3560,912,0.256
Florence,SC,1107,301,0.272
Florence,SC,9540,8019,0.841
Andrews,SC,7649,5758,0.753
Aynor,SC,6220,4731,0.761
Bennettsville,SC,506,49,0.097
Blenheim,SC,495,366,0.739
Cades,SC,6275,3501,0.558
Centenary,SC,3579,771,0.215
Cheraw,SC,5858,5142,0.878
Clio,SC,7713,4355,0.565
Conway,SC,2620,913,0.348
Conway,SC,6398,2332,0.364
Conway,SC,8721,1120,0.128
Coward,SC,7300,4330,0.593
Darlington,SC,1427,176,0.123
Dillon,SC,2288,336,0.147
Darlington,SC,2361,1487,0.630
Effingham,SC,2164,1967,0.909
Fork,SC,9373,7433,0.793
Galivants Ferry,SC,7229,5068,0.701
Green Sea,SC,5941,3064,0.516
Gresham,SC,7242,3984,0.550
Hamer,SC,5028,1375,0.273
Hartsville,SC,4252,2631,0.619
Hartsville,SC,337,57,0.169
Hemingway,SC,9486,6591,0.695
Johnsonville,SC,4043,2853,0.706
Kingstree,SC,2636,1415,0.537
Lake City,SC,8579,3598,0.419
Lake View,SC,8754,3545,0.405
Lane,SC,231,230,0.996
Latta,SC,8231,6130,0.745
Little River,SC,5561,3744,0.673
Little Rock,SC,42,19,0.452
Longs,SC,1703,1317,0.773
Loris,SC,4362,2195,0.503
Mc Coll,SC,4291,259,0.060
Marion,SC,634,491,0.774
Myrtle Beach,SC,2550,1449,0.568
Minturn,SC,8481,2472,0.291
Mullins,SC,7535,5295,0.703
Myrtle Beach,SC,7693,5772,0.750
Murrells Inlet,SC,81,25,0.309
Myrtle Beach,SC,7562,2753,0.364
Myrtle Beach,SC,9489,1233,0.130
Myrtle Beach,SC,4756,1484,0.312
Nesmith,SC,7911,4665,0.590
Nichols,SC,1907,141,0.074
North Myrtle Beach,SC,4306,2836,0.659
Pamplico,SC,3460,1072,0.310
Patrick,SC,848,693,0.817
Pawleys Island,SC,2664,645,0.242
Myrtle Beach,SC,1525,568,0.372
Myrtle Beach,SC,7245,925,0.128
Rains,SC,2874,15,0.005
Salters,SC,3557,678,0.191
Scranton,SC,6407,3693,0.576
Sellers,SC,7471,1469,0.197
Society Hill,SC,9443,3501,0.371
Tatum,SC,9238,5911,0.640
Wallace,SC,3231,738,0.228
North Myrtle Beach,SC,369,188,0.509
North Myrtle Beach,SC,9304,6432,0.691
Greenville,SC,5062,1630,0.322
Greenville,SC,8294,5164,0.623
Greenville,SC,4269,70,0.016
Greenville,SC,1712,191,0.112
Greenville,SC,5070,982,0.194
Greenville,SC,5615,5606,0.998
Greenville,SC,2804,1752,0.625
Greenville,SC,7745,6709,0.866
Greenville,SC,9253,2263,0.245
Greenville,SC,2443,1205,0.493
Greenville,SC,5703,2052,0.360
Greenville,SC,821,439,0.535
Greenville,SC,6539,3538,0.541
Greenville,SC,4441,4122,0.928
Greenville,SC,327,130,0.398
Greenville,SC,299,284,0.950
Greenville,SC,4062,331,0.081
Abbeville,SC,4295,2414,0.562
Anderson,SC,6784,433,0.064
Anderson,SC,7682,1417,0.184
Anderson,SC,4286,3314,0.773
Anderson,SC,3984,1096,0.275
Anderson,SC,3702,1413,0.382
Anderson,SC,3192,629,0.197
Belton,SC,7848,304,0.039
Calhoun Falls,SC,9917,5287,0.533
Central,SC,1669,423,0.253
Clemson,SC,5522,4554,0.825
Clemson,SC,8316,1023,0.123
Clemson,SC,2771,907,0.327
Clemson,SC,4543,2673,0.588
Cleveland,SC,3905,740,0.190
Conestee,SC,801,368,0.459
Donalds,SC,806,798,0.990
Due West,SC,4441,911,0.205
Easley,SC,7218,5793,0.803
Easley,SC,85,69,0.812
Easley,SC,5068,3278,0.647
Fair Play,SC,3498,352,0.101
Fountain Inn,SC,5809,745,0.128
Gray Court,SC,7465,3902,0.523
Greenwood,SC,7009,1339,0.191
Greenwood,SC,2363,1157,0.490
Greenwood,SC,3237,1775,0.548
Greenwood,SC,4833,3956,0.819
Greer,SC,7239,287,0.040
Greer,SC,892,192,0.215
Greer,SC,87,16,0.184
Hodges,SC,2231,1231,0.552
Honea Path,SC,252,44,0.175
Iva,SC,9125,7907,0.867
La France,SC,9665,531,0.055
Liberty,SC,8856,4031,0.455
Long Creek,SC,547,150,0.274
Lowndesville,SC,3986,174,0.044
Marietta,SC,3896,2679,0.688
Mauldin,SC,3716,3378,0.909
Mountain Rest,SC,4,3,0.750
Newry,SC,62,27,0.435
Ninety Six,SC,7312,5495,0.752
Norris,SC,2309,1723,0.746
Pelzer,SC,1364,932,0.683
Pendleton,SC,780,740,0.949
Pickens,SC,7318,1482,0.203
Seneca,SC,3547,865,0.244
Piedmont,SC,8807,4832,0.549
Richland,SC,3562,70,0.020
Salem,SC,6251,3567,0.571
Sandy Springs,SC,6106,1210,0.198
Seneca,SC,5327,3379,0.634
Seneca,SC,3243,2069,0.638
Simpsonville,SC,8681,39,0.004
Simpsonville,SC,7933,4356,0.549
Six Mile,SC,4819,1841,0.382
Slater,SC,113,88,0.779
Starr,SC,5846,4808,0.822
Sunset,SC,6461,6429,0.995
Tamassee,SC,191,186,0.974
Taylors,SC,7624,4256,0.558
Tigerville,SC,8750,8164,0.933
Townville,SC,1148,987,0.860
Travelers Rest,SC,8978,562,0.063
Walhalla,SC,8355,6387,0.764
Ware Shoals,SC,1252,775,0.619
Westminster,SC,7370,4991,0.677
Hodges,SC,5372,3384,0.630
West Union,SC,3337,2371,0.711
Williamston,SC,8295,6886,0.830
Greenville,SC,182,137,0.753
Blacksburg,SC,730,525,0.719
Bowling Green,SC,4489,2341,0.521
Catawba,SC,2297,1622,0.706
Chester,SC,9027,6086,0.674
Fort Mill,SC,6647,1248,0.188
Chesterfield,SC,1814,637,0.351
Clover,SC,8264,77,0.009
Edgemoor,SC,3939,2495,0.633
Fort Lawn,SC,2183,643,0.295
Fort Mill,SC,4682,796,0.170
Fort Mill,SC,387,328,0.848
Hickory Grove,SC,1946,153,0.079
Jefferson,SC,9115,2600,0.285
Lancaster,SC,8178,7987,0.977
Lancaster,SC,7620,4630,0.608
Lancaster,SC,7153,5646,0.789
Lando,SC,3616,2560,0.708
Mc Connells,SC,2568,308,0.120
Mount Croghan,SC,9943,3834,0.386
Pageland,SC,225,164,0.729
Richburg,SC,8346,5443,0.652
Rock Hill,SC,8863,2906,0.328
Rock Hill,SC,7605,1961,0.258
Rock Hill,SC,3754,3376,0.899
Rock Hill,SC,9135,6470,0.708
Rock Hill,SC,6801,6250,0.919
Ruby,SC,1960,1237,0.631
Sharon,SC,9575,5368,0.561
Smyrna,SC,8855,7806,0.882
Van Wyck,SC,4125,2266,0.549
York,SC,5888,3657,0.621
Aiken,SC,5490,3819,0.696
Aiken,SC,5983,5491,0.918
Aiken,SC,5714,5340,0.935
Aiken,SC,7032,3403,0.484
Aiken,SC,819,645,0.788
Aiken,SC,5614,892,0.159
New Ellenton,SC,2791,1449,0.519
Allendale,SC,5555,3244,0.584
Barnwell,SC,1163,764,0.657
Hilda,SC,8527,160,0.019
Bath,SC,1152,92,0.080
Blackville,SC,8555,5340,0.624
Bradley,SC,9801,3710,0.379
Clarks Hill,SC,4522,1809,0.400
Clearwater,SC,4308,2399,0.557
Edgefield,SC,7790,6627,0.851
Elko,SC,3328,3305,0.993
Fairfax,SC,7035,3743,0.532
Gloverville,SC,2484,1577,0.635
Graniteville,SC,9650,9300,0.964
Jackson,SC,4674,759,0.162
Johnston,SC,2435,818,0.336
Langley,SC,3410,2983,0.875
Mc Cormick,SC,8256,463,0.056
Martin,SC,5211,3870,0.743
Modoc,SC,4205,1758,0.418
Montmorenci,SC,4209,913,0.217
Mount Carmel,SC,4074,3553,0.872
North Augusta,SC,909,86,0.095
Beech Island,SC,3331,860,0.258
Olar,SC,8978,6916,0.770
Parksville,SC,9746,2233,0.229
Plum Branch,SC,8121,2259,0.278
Sycamore,SC,4106,2140,0.521
Trenton,SC,4418,543,0.123
Troy,SC,8105,7844,0.968
Ulmer,SC,6940,906,0.131
Vaucluse,SC,5652,3519,0.623
Warrenville,SC,8653,281,0.032
Williston,SC,4116,2069,0.503
Windsor,SC,4498,2201,0.489
North Augusta,SC,2932,2317,0.790
North Augusta,SC,8495,247,0.029
Mc Cormick,SC,3776,1058,0.280
Beaufort,SC,1871,756,0.404
Beaufort,SC,1300,558,0.429
Beaufort,SC,8989,8737,0.972
Beaufort,SC,3740,2803,0.749
Beaufort,SC,4818,3502,0.727
Beaufort,SC,3546,2167,0.611
Ladys Island,SC,9911,1729,0.174
Okatie,SC,4204,658,0.157
Bluffton,SC,7840,6043,0.771
Brunson,SC,9219,5658,0.614
Coosawhatchie,SC,3533,59,0.017
Crocketville,SC,6996,6109,0.873
Dale,SC,928,543,0.585
Daufuskie Island,SC,6574,4308,0.655
Early Branch,SC,9068,163,0.018
Estill,SC,56,22,0.393
Saint Helena Island,SC,652,463,0.710
Furman,SC,3572,2748,0.769
Garnett,SC,8912,4361,0.489
Gifford,SC,4223,1149,0.272
Hampton,SC,2534,586,0.231
Hilton Head Island,SC,4470,2810,0.629
Hilton Head Island,SC,591,321,0.543
Hardeeville,SC,8917,4614,0.517
Hilton Head Island,SC,9307,1877,0.202
Islandton,SC,6066,1231,0.203
Lobeco,SC,3478,2409,0.693
Luray,SC,9575,7824,0.817
Miley,SC,7677,1503,0.196
Pineland,SC,7144,989,0.138
Port Royal,SC,7080,1861,0.263
Ridgeland,SC,9823,6235,0.635
Hilton Head Island,SC,880,62,0.070
Scotia,SC,9632,1698,0.176
Seabrook,SC,2352,278,0.118
Sheldon,SC,9961,2953,0.296
Tillman,SC,9211,1805,0.196
Varnville,SC,9741,4711,0.484
Yemassee,SC,7412,3730,0.503
Avondale Estates,GA,6165,2478,0.402
Norcross,GA,4377,3273,0.748
Alpharetta,GA,5552,4065,0.732
Alpharetta,GA,1721,199,0.116
Marietta,GA,6254,116,0.019
Marietta,GA,6633,6568,0.990
Marietta,GA,4847,2442,0.504
Alpharetta,GA,2889,1664,0.576
Norcross,GA,2951,381,0.129
Auburn,GA,734,542,0.738
Conyers,GA,2543,1089,0.428
Conyers,GA,8587,2879,0.335
Covington,GA,7548,2278,0.302
Covington,GA,8536,2471,0.289
Covington,GA,6895,6575,0.954
Grayson,GA,8157,5347,0.656
Jersey,GA,8019,7840,0.978
Dacula,GA,8299,1411,0.170
Clarkston,GA,2591,459,0.177
Alpharetta,GA,9663,3327,0.344
Alpharetta,GA,5281,4305,0.815
Suwanee,GA,9259,4487,0.485
Social Circle,GA,9236,5552,0.601
North Metro,GA,9153,6079,0.664
Cumming,GA,9662,3539,0.366
North Metro,GA,8268,2537,0.307
Decatur,GA,4259,2563,0.602
Decatur,GA,1789,559,0.312
Decatur,GA,6363,2690,0.423
Decatur,GA,8899,3905,0.439
Decatur,GA,207,90,0.435
Decatur,GA,63,21,0.333
Decatur,GA,2575,1191,0.463
Decatur,GA,7939,2733,0.344
Lithonia,GA,2030,76,0.037
Snellville,GA,1196,966,0.808
Cumming,GA,4849,2334,0.481
Cumming,GA,3446,2679,0.777
Lawrenceville,GA,4733,2449,0.517
Lawrenceville,GA,2945,469,0.159
Lawrenceville,GA,7581,3705,0.489
Lawrenceville,GA,9745,1404,0.144
Lawrenceville,GA,8327,5075,0.609
Lilburn,GA,8337,1301,0.156
Lilburn,GA,8045,1654,0.206
Lawrenceville,GA,9879,5407,0.547
Loganville,GA,8270,3993,0.483
Oxford,GA,7608,7397,0.972
Mansfield,GA,6041,41,0.007
Newborn,GA,680,457,0.672
Lithonia,GA,9466,813,0.086
Marietta,GA,1011,675,0.668
Marietta,GA,9265,600,0.065
Marietta,GA,2607,1461,0.560
Marietta,GA,611,297,0.486
Marietta,GA,2289,2089,0.913
Marietta,GA,7747,6226,0.804
Marietta,GA,8388,6046,0.721
Marietta,GA,1688,68,0.040
Marietta,GA,67,65,0.970
Marietta,GA,7711,7134,0.925
Porterdale,GA,844,532,0.630
Norcross,GA,4830,2790,0.578
Pine Lake,GA,4180,1150,0.275
Decatur,GA,5171,610,0.118
Redan,GA,1816,1122,0.618
Roswell,GA,5517,5158,0.935
Roswell,GA,7484,1599,0.214
Roswell,GA,3719,2251,0.605
Snellville,GA,4965,2851,0.574
Scottdale,GA,5863,2080,0.355
Smyrna,GA,6821,4789,0.702
Smyrna,GA,5549,2118,0.382
Smyrna,GA,6337,3035,0.479
Stone Mountain,GA,739,27,0.037
Tucker,GA,8646,8155,0.943
Tucker,GA,6326,387,0.061
Stone Mountain,GA,5818,5296,0.910
Stone Mountain,GA,3226,2744,0.851
Stone Mountain,GA,4627,2485,0.537
Marietta,GA,6528,301,0.046
Norcross,GA,85,52,0.612
Norcross,GA,8129,5912,0.727
Norcross,GA,5837,5626,0.964
Conyers,GA,6417,2823,0.440
Duluth,GA,33,4,0.121
Duluth,GA,4644,1929,0.415
Duluth,GA,6624,4237,0.640
Duluth,GA,6163,1624,0.264
Duluth,GA,7291,5301,0.727
Acworth,GA,1696,1467,0.865
Acworth,GA,52,51,0.981
Adairsville,GA,5021,1309,0.261
Aragon,GA,3877,4,0.001
Armuchee,GA,821,685,0.834
Austell,GA,269,202,0.751
Ball Ground,GA,5951,3189,0.536
Bowdon,GA,5243,3213,0.613
Bowdon Junction,GA,4249,804,0.189
Bremen,GA,8138,4839,0.595
Clarkdale,GA,9144,1323,0.145
Carrollton,GA,1631,1131,0.693
Buchanan,GA,7867,2938,0.373
Canton,GA,7677,3407,0.444
Canton,GA,8734,8308,0.951
Carrollton,GA,4535,1293,0.285
Carrollton,GA,1887,1159,0.614
Carrollton,GA,1747,43,0.025
Carrollton,GA,2557,594,0.232
Cartersville,GA,5753,3317,0.577
Cartersville,GA,7681,3521,0.458
Lithia Springs,GA,5792,1321,0.228
Cassville,GA,8752,8302,0.949
Cave Spring,GA,9221,4208,0.456
Cedartown,GA,1128,85,0.075
Mableton,GA,6912,6465,0.935
Powder Springs,GA,1540,628,0.408
Coosa,GA,9838,8706,0.885
Dallas,GA,8480,189,0.022
Douglasville,GA,2881,1775,0.616
Douglasville,GA,9425,8049,0.854
Douglasville,GA,9471,4857,0.513
Emerson,GA,340,108,0.318
Esom Hill,GA,9944,8428,0.848
Fairmount,GA,93,42,0.452
Felton,GA,99,71,0.717
Hiram,GA,6404,5024,0.785
Holly Springs,GA,2004,1209,0.603
Jasper,GA,9641,4215,0.437
Kennesaw,GA,945,701,0.742
Kingston,GA,6945,4572,0.658
Lebanon,GA,7721,5288,0.685
Lindale,GA,8107,927,0.114
Marble Hill,GA,4371,1085,0.248
Mount Berry,GA,5909,786,0.133
Mount Zion,GA,2056,461,0.224
Nelson,GA,2584,1177,0.455
Kennesaw,GA,5220,4485,0.859
Rockmart,GA,4803,4674,0.973
Douglasville,GA,1652,644,0.390
Kennesaw,GA,5121,4463,0.872
Dallas,GA,6751,1101,0.163
Kennesaw,GA,3842,2858,0.744
Rome,GA,3114,1439,0.462
Rome,GA,3016,1684,0.558
Rome,GA,3979,2892,0.727
Rome,GA,4415,1132,0.256
Rome,GA,9911,3575,0.361
Austell,GA,7687,3460,0.450
Canton,GA,7539,1309,0.174
Roopville,GA,7369,3351,0.455
Rydal,GA,3199,2905,0.908
Shannon,GA,5960,757,0.127
Silver Creek,GA,9749,8794,0.902
Talking Rock,GA,2322,904,0.389
Tallapoosa,GA,2586,940,0.363
Tate,GA,9881,7703,0.780
Taylorsville,GA,2136,2105,0.985
Temple,GA,716,272,0.380
Villa Rica,GA,7437,4936,0.664
Waco,GA,7300,5363,0.735
Waleska,GA,3041,2090,0.687
White,GA,735,563,0.766
Whitesburg,GA,3865,883,0.228
Winston,GA,6901,930,0.135
Woodstock,GA,8148,6909,0.848
Woodstock,GA,4387,125,0.028
Barnesville,GA,9833,5791,0.589
Brooks,GA,1249,577,0.462
Concord,GA,1095,446,0.407
Experiment,GA,3630,317,0.087
Fairburn,GA,8862,8468,0.956
Fayetteville,GA,4123,469,0.114
Fayetteville,GA,3845,2077,0.540
Flovilla,GA,9435,5743,0.609
Franklin,GA,3289,1877,0.571
Gay,GA,8329,2549,0.306
Glenn,GA,6271,5253,0.838
Grantville,GA,7321,6435,0.879
Greenville,GA,9365,2324,0.248
Griffin,GA,5172,4552,0.880
Griffin,GA,9996,9439,0.944
Hampton,GA,9506,7216,0.759
Haralson,GA,8202,4687,0.571
Hogansville,GA,3088,1873,0.607
Jackson,GA,1859,1503,0.808
Jenkinsburg,GA,6528,5201,0.797
Jonesboro,GA,5851,2044,0.349
Jonesboro,GA,4147,607,0.146
Jonesboro,GA,5307,2806,0.529
Lagrange,GA,3333,3149,0.945
Lagrange,GA,5209,3174,0.609
Locust Grove,GA,1672,153,0.092
Lovejoy,GA,523,87,0.166
Luthersville,GA,9409,7327,0.779
Mcdonough,GA,972,903,0.929
Mcdonough,GA,4968,953,0.192
Meansville,GA,9412,7228,0.768
Milner,GA,7829,1452,0.185
Molena,GA,4048,3901,0.964
Moreland,GA,2999,516,0.172
Morrow,GA,340,272,0.800
Lagrange,GA,8054,1141,0.142
Newnan,GA,4790,4098,0.856
Newnan,GA,9487,6772,0.714
Newnan,GA,7580,424,0.056
Orchard Hill,GA,776,673,0.867
Palmetto,GA,6177,4978,0.806
Peachtree City,GA,4962,713,0.144
Peachtree City,GA,3811,1972,0.517
Newnan,GA,5155,2172,0.421
Red Oak,GA,4762,3594,0.755
Rex,GA,7085,4480,0.632
Riverdale,GA,9883,2188,0.221
Sargent,GA,3148,1916,0.609
Senoia,GA,8972,8286,0.924
Sharpsburg,GA,841,535,0.636
Stockbridge,GA,7546,2748,0.364
Sunny Side,GA,9972,4264,0.428
The Rock,GA,7265,3649,0.502
Thomaston,GA,4467,3066,0.686
Morrow,GA,4695,35,0.007
Conley,GA,696,70,0.101
Turin,GA,7606,371,0.049
Tyrone,GA,423,274,0.648
Union City,GA,553,12,0.022
Williamson,GA,7578,6636,0.876
Woodbury,GA,3627,1533,0.423
Ellenwood,GA,5449,4359,0.800
Zebulon,GA,2090,1009,0.483
Riverdale,GA,2504,1586,0.633
Forest Park,GA,4128,390,0.094
Forest Park,GA,5524,5475,0.991
Atlanta,GA,9552,6815,0.713
Atlanta,GA,9364,9181,0.980
Atlanta,GA,3356,708,0.211
Atlanta,GA,3024,584,0.193
Atlanta,GA,2988,2855,0.955
Atlanta,GA,6678,2476,0.371
Atlanta,GA,8567,2463,0.287
Atlanta,GA,8546,7496,0.877
Atlanta,GA,3125,2942,0.941
Atlanta,GA,3182,2005,0.630
Atlanta,GA,1442,486,0.337
Atlanta,GA,3488,41,0.012
Atlanta,GA,9259,7669,0.828
Atlanta,GA,6456,4844,0.750
Atlanta,GA,8057,5978,0.742
Atlanta,GA,8626,7675,0.890
Atlanta,GA,5877,2245,0.382
Atlanta,GA,1662,1322,0.795
Atlanta,GA,6459,5367,0.831
Atlanta,GA,367,288,0.785
Atlanta,GA,7483,2816,0.376
Atlanta,GA,4676,1813,0.388
Atlanta,GA,1658,428,0.258
Atlanta,GA,5817,5097,0.876
Atlanta,GA,9563,8044,0.841
Atlanta,GA,914,561,0.614
Atlanta,GA,1051,550,0.523
Atlanta,GA,3452,2622,0.760
Atlanta,GA,6975,4748,0.681
Atlanta,GA,8324,8210,0.986
Atlanta,GA,4320,2750,0.637
Atlanta,GA,857,85,0.099
Atlanta,GA,3234,2612,0.808
Atlanta,GA,6407,4034,0.630
Atlanta,GA,5856,4353,0.743
Atlanta,GA,2162,1494,0.691
Atlanta,GA,4239,4097,0.967
Atlanta,GA,9461,1618,0.171
Atlanta,GA,1756,1538,0.876
Atlanta,GA,7709,5146,0.668
Atlanta,GA,4726,585,0.124
Atlanta,GA,1911,1185,0.620
Atlanta,GA,8748,4597,0.525
Atlanta,GA,2228,1779,0.798
Atlanta,GA,1462,511,0.350
Atlanta,GA,3237,1061,0.328
Atlanta,GA,2378,1446,0.608
Atlanta,GA,3392,2554,0.753
Atlanta,GA,2357,1020,0.433
Atlanta,GA,6865,6772,0.986
Atlanta,GA,1549,1453,0.938
Atlanta,GA,7731,1891,0.245
Atlanta,GA,7730,2535,0.328
Atlanta,GA,9147,6481,0.709
Atlanta,GA,6738,2918,0.433
Atlanta,GA,2829,509,0.180
Atlanta,GA,7630,2518,0.330
Atlanta,GA,7930,1652,0.208
Atlanta,GA,8947,4725,0.528
Atlanta,GA,3012,2078,0.690
Atlanta,GA,5990,3546,0.592
Atlanta,GA,8138,1599,0.196
Atlanta,GA,2762,1036,0.375
Atlanta,GA,443,256,0.578
Atlanta,GA,9159,674,0.074
Atlanta,GA,3418,2353,0.688
Atlanta,GA,5727,4051,0.707
Atlanta,GA,4645,4427,0.953
Atlanta,GA,8703,2373,0.273
Atlanta,GA,3591,488,0.136
Atlanta,GA,3221,1023,0.318
Atlanta,GA,9712,4121,0.424
Atlanta,GA,2696,514,0.191
Atlanta,GA,2566,395,0.154
Atlanta,GA,1357,187,0.138
Atlanta,GA,4869,4244,0.872
Atlanta,GA,2207,381,0.173
Atlanta,GA,8192,4889,0.597
Atlanta,GA,875,480,0.549
Atlanta,GA,2051,748,0.365
Atlanta,GA,4588,4082,0.890
Atlanta,GA,4940,564,0.114
Atlanta,GA,2211,1709,0.773
Atlanta,GA,9959,8138,0.817
Swainsboro,GA,2349,242,0.103
Ailey,GA,9089,4742,0.522
Alamo,GA,7943,1512,0.190
Alston,GA,1636,518,0.317
Bartow,GA,143,126,0.881
Bellville,GA,5326,3546,0.666
Brooklet,GA,4134,3196,0.773
Claxton,GA,5426,3665,0.675
Cobbtown,GA,5997,1337,0.223
Collins,GA,3319,272,0.082
Daisy,GA,8653,7562,0.874
Dover,GA,4225,1890,0.447
Garfield,GA,3242,2172,0.670
Girard,GA,953,872,0.915
Glennville,GA,1377,51,0.037
Glenwood,GA,3581,355,0.099
Hagan,GA,7896,3195,0.405
Louisville,GA,8346,6516,0.781
Lyons,GA,4274,2970,0.695
Manassas,GA,1103,397,0.360
Metter,GA,4489,1823,0.406
Midville,GA,1388,537,0.387
Millen,GA,6500,6337,0.975
Mount Vernon,GA,4849,700,0.144
Newington,GA,5236,2436,0.465
Norristown,GA,2492,1995,0.801
Nunez,GA,4582,1045,0.228
Oliver,GA,2555,1703,0.667
Portal,GA,7243,226,0.031
Pulaski,GA,9236,9188,0.995
Register,GA,8141,4298,0.528
Reidsville,GA,6713,2052,0.306
Rockledge,GA,995,555,0.558
Rocky Ford,GA,4436,3320,0.748
Sardis,GA,4601,1812,0.394
Soperton,GA,4216,895,0.212
Statesboro,GA,6056,3889,0.642
Statesboro,GA,3123,746,0.239
Statesboro,GA,9767,9534,0.976
Statesboro,GA,9033,4723,0.523
Stillmore,GA,4238,2463,0.581
Sylvania,GA,6080,2859,0.470
Tarrytown,GA,9488,19,0.002
Twin City,GA,2423,460,0.190
Uvalda,GA,922,199,0.216
Vidalia,GA,8764,83,0.009
Vidalia,GA,9245,2973,0.322
Wadley,GA,3137,2838,0.905
Reidsville,GA,8325,6937,0.833
Gainesville,GA,3144,378,0.120
Chestnut Mountain,GA,7146,1918,0.268
Gainesville,GA,39,13,0.333
Gainesville,GA,667,267,0.400
Gainesville,GA,1030,334,0.324
Gainesville,GA,3018,2398,0.795
Alto,GA,1490,1190,0.799
Baldwin,GA,9383,1563,0.167
Blairsville,GA,9146,9019,0.986
Blue Ridge,GA,5399,3046,0.564
Blairsville,GA,7592,2413,0.318
Buford,GA,6410,1396,0.218
Bowersville,GA,3827,2386,0.623
Braselton,GA,9583,981,0.102
Buford,GA,3094,893,0.289
Buford,GA,1177,233,0.198
Canon,GA,7728,5977,0.773
Carnesville,GA,8945,4177,0.467
Cherrylog,GA,1307,949,0.726
Clarkesville,GA,9637,1369,0.142
Clayton,GA,9617,3199,0.333
Clermont,GA,223,170,0.762
Cleveland,GA,117,12,0.103
Commerce,GA,3738,3709,0.992
Commerce,GA,8672,7848,0.905
Cornelia,GA,6176,3890,0.630
Dahlonega,GA,6925,2221,0.321
Dawsonville,GA,6384,1399,0.219
Demorest,GA,6107,3133,0.513
Ellijay,GA,3353,2337,0.697
Dillard,GA,4046,2315,0.572
Eastanollee,GA,2293,950,0.414
East Ellijay,GA,3926,3468,0.883
Ellijay,GA,4417,1474,0.334
Epworth,GA,3454,1418,0.411
Flowery Branch,GA,5535,3528,0.637
Gillsville,GA,2163,793,0.367
Demorest,GA,1296,857,0.661
Helen,GA,8149,5927,0.727
Hiawassee,GA,3176,143,0.045
Homer,GA,758,380,0.501
Hoschton,GA,4626,158,0.034
Jefferson,GA,1081,654,0.605
Lakemont,GA,9177,6739,0.734
Lavonia,GA,4510,2271,0.504
Lula,GA,5405,4716,0.873
Mc Caysville,GA,5216,4222,0.809
Martin,GA,7199,59,0.008
Maysville,GA,8459,3541,0.419
Mineral Bluff,GA,847,525,0.620
Morganton,GA,1046,716,0.685
Mountain City,GA,4313,82,0.019
Mount Airy,GA,8131,5428,0.668
Murrayville,GA,4572,2110,0.462
Nicholson,GA,9732,2677,0.275
Oakwood,GA,650,561,0.863
Pendergrass,GA,6272,4551,0.726
Rabun Gap,GA,429,97,0.226
Sautee Nacoochee,GA,550,469,0.853
Suches,GA,8819,759,0.086
Tallulah Falls,GA,2759,1999,0.725
Talmo,GA,3164,1004,0.317
Tiger,GA,5519,612,0.111
Toccoa,GA,9010,5812,0.645
Turnerville,GA,735,228,0.310
Wiley,GA,5240,969,0.185
Young Harris,GA,531,128,0.241
Alto,GA,5256,1985,0.378
Dahlonega,GA,483,404,0.836
Toccoa Falls,GA,6271,2384,0.380
Commerce,GA,2308,452,0.196
Athens,GA,189,166,0.878
Athens,GA,4018,21,0.005
Athens,GA,6130,4194,0.684
Athens,GA,6515,6349,0.975
Athens,GA,2019,1843,0.913
Athens,GA,4080,3581,0.878
Athens,GA,5604,3081,0.550
Athens,GA,6588,5888,0.894
Athens,GA,5400,3896,0.721
Athens,GA,7971,3424,0.430
Arnoldsville,GA,2392,2244,0.938
